text,label
"WASHINGTON (Reuters) - The U.S. State Department said on Tuesday it was providing an additional $364 million in humanitarian assistance to help Syrians caught up in the country’s civil war, bringing total U.S. humanitarian spending for Syria to about $5.9 billion. Assistant Secretary of State for Population, Refugees and Migration Anne Richard said the funding would help provide food, shelter, safe drinking water, medical care and other support for millions of Syrian refugees and the communities that host them. Richard told a State Department briefing about three-quarters of the additional funding would help people still inside Syria and the rest would assist Syrians who have fled the country. She also said the United States had admitted some 85,000 refugees over the past fiscal year, which ends Sept. 30. That figure included about 12,500 Syrian refugees, exceeding the administration’s goal of 10,000, she said. State Department spokesman Mark Toner said the push for additional humanitarian aid funds came in part because of deteriorating conditions in Aleppo after the collapse of a ceasefire sponsored by the United States and Russia. The forces of Syrian President Bashar al-Assad have launched a massive push against rebel-held areas of the city, where some 250,000 civilians are believed to be trapped. Intensive bombing has killed hundreds of people, many of whom died in buildings collapsed by bunker-buster bombs. “Until the past few weeks we felt like we were on a firm path towards a possible diplomatic resolution to this. We still believe that’s possible,” Toner told a briefing. “That doesn’t mean we’re not mindful ... of the tremendous humanitarian suffering that’s going on right now in Aleppo. And that’s why we’re working so hard to ramp up our assistance,” he added. While saying the United States continued to seek a diplomatic resolution of the problem, he left the door open to other action. “We’ll continue to weigh all options. Those discussions are ongoing. I don’t want to rule anything out, but right now we’re focused on the diplomatic one,” Toner said. He noted the United States has warned that failure to achieve a ceasefire could lead to an escalation of the conflict. “We cannot dictate what other countries ... may or may not decide to do in terms of supporting certain groups within Syria,” Toner said. “You may have a further deterioration on either side ... and by deterioration I mean more arming and more conflict between them, and intensification of the conflict.”  ",1
"Authorities have released the identities of nine men who were arrested on April 23 during a clash between about a dozen white supremacist demonstrators, a group of counter-protesters and police in Stone Mountain, Georgia.According to WXIA, chaos broke out after a  pro-white  organization planned a rally at Stone Mountain Park on Saturday. The white supremacist group  Rock Stone Mountain  organized the demonstration to protest what they claim are  efforts to erase the white race. In response, a second group of counter-protesters called  All Out Atlanta  also staged a demonstration at the park.Only about two dozen white supremacists attended the protest, while counter protesters numbered somewhere between 200 and 300, according to local reports.Both groups were granted permits by park authorities.Police say the opposing protest groups were to be located in different areas of the park.Things went bad, however, when two members of the  pro-white  group got lost and ended up in the middle of the counter-demonstration.Police from three different agencies, dressed in riot gear, descended on the area.Video shows one of the men from the white supremacist organization referring to counter-protesters as  savages. Nine members of the counter-protest group were arrested.Eight were charged with the misdemeanor crime of  wearing a hood or mask. They were identified as:The ninth protester was identified as 21-year-old Joshua T. Taft. Taft is charged with Aggravated Assault.According to police, members of All Out Atlanta threw rocks and  got physical  with officers.Taft is accused of throwing a firework of some kind at police.Video of the arrest doesn t appear to show him resisting arrest or becoming physical with police.Here s more on the story from WXIA in Georgia. Here are two videos showing the arrests of some of the counter-protesters. It s clear from the videos that no-one is throwing rocks or fireworks at the time these people were arrested.This video was uploaded to YouTube by Regina Willis.Here s the second video via Alex Hariri on YouTube.Image credit: video screen capture via Regina Willis YouTube",0
"A backlash ensued after Donald Trump launched a sexist rant against Kirsten Gillibrand Thursday morning, saying that the Democratic Senator  would do anything  for a campaign contribution. Trump was calling Gillibrand a whore.White House press secretary Sarah Huckabee Sanders somehow denied that Trump s tweet was sexist. There is no way that is sexist at all,  Sanders told reporters.Then Sanders tried to explain what Trump really meant (we all know what he really meant). According to Sanders, Trump was merely accusing Gillibrand of being  controlled by contributions,  and hammering home his pledge to  drain the swamp  in Washington, according to The Hill. I think that the president is very obvious,  she said.  This is the same sentiment the president has expressed many times before when he has exposed the corruption of the entire political system. Sanders claims that Trump does not owe Gillibrand an apology if his words were taken as sexist. I think only if your mind is in the gutter you would have read it that way, so no,  she said.Watch:Gillibrand called on Trump to resign after Trump s accusers came back into the spotlight by hosting a press conference in which they called for an investigation into his past behavior. Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office  begging  for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!  Trump tweeted this morning.Gillibrand responded to Trump s attack, saying that she won t be silenced. You cannot silence me or the millions of women who have gotten off the sidelines to speak out about the unfitness and shame you have brought to the Oval Office,  she tweeted.Yeah, Trump, you called her a whore.Image via screen capture.",0
"WASHINGTON (Reuters) - The U.S. State Department has approved an export license for Ukraine to buy certain light weapons and small arms from U.S. manufacturers, spokeswoman Heather Nauert said on Wednesday. Department records show Ukraine has bought small amounts of those types of weapons for several years, both before and after the 2014 Russian annexation of Ukraine s Crimean peninsula. The department notified Congress of the decision on Dec. 13, Nauert said, adding that the U.S. government was not selling the weapons directly to the Kiev government but was allowing Ukraine to buy from U.S. manufacturers.   Under the previous two administrations, the U.S. government has approved export licenses to Ukraine, so this is nothing new,  Nauert said. The license covers weapons in categories such as semi-automatic and automatic firearms up to, and including, .50 caliber weapons. It also includes combat shotguns, silencers, military scopes, and flash suppressors, as well as parts. Nauert said the U.S. government had not directly provided lethal defensive equipment to Ukraine, nor had it ruled out doing so. U.S. exporters can apply for direct commercial sales licenses at any time and those are reviewed by the State Department on a case-by-case basis, she said. ",1
https://www.youtube.com/watch?v=8Mehk5eWcZA,0
"WASHINGTON (Reuters) - Britain’s looming exit from the European Union is another huge setback for negotiations on a massive U.S.-EU free trade deal that were already stalled by deeply entrenched differences and growing anti-trade sentiment on both sides of the Atlantic.  The historic divorce launched by Thursday’s vote will almost certainly further delay substantial progress in the Transatlantic Trade and Investment Partnership (TTIP) talks as the remaining 27 EU states sort out their own new relationship with Britain, trade experts said on Friday.  With French and German officials increasingly voicing skepticism about TTIP’s chances for success, the United Kingdom’s departure from the deal could sink hopes of a deal before President Barack Obama leaves office in January. “This is yet another reason why TTIP will likely be postponed,” said Heather Conley, European program director at the Center for Strategic and International Studies, a think tank in Washington. “But to be honest, TTIP isn’t going anywhere, I believe, before 2018 at the earliest,” she said. U.S. Trade Representative Michael Froman said in a statement on Friday that he was evaluating the UK decision’s impact on TTIP, but would continue to engage with both European and UK counterparts.     “The importance of trade and investment is indisputable in our relationships with both the European Union and the United Kingdom,” Froman said. “The economic and strategic rationale for T-TIP remains strong.” TTIP negotiators are still expected to meet in Brussels in mid-July as scheduled, but those talks were aimed at focusing on less controversial issues while leaving the thorniest disagreements for U.S. and EU political leaders to resolve. And it is unclear when Britain will launch formal separation proceedings, which will take at least two years. But analysts said both sides have been reluctant to put their best offers on the table with a new U.S. president due to take office in January and French and German leadership elections nearing in 2017. The Brexit also will preoccupy EU officials in coming months as they launch their own negotiations with London over the future terms of UK-EU trade, and sort out their post-Brexit priorities, said Hosuk Lee-Makiyama, director of the European Centre for International Political Economy, a Brussels-based think tank.     Britain’s departure could leave U.S. negotiators facing a European side that is more dug-in on some issues, said Chad Bown, a senior fellow at the Peterson Institute for International Economics, a think tank in Washington. “As the UK is part of the coalition of liberal trading economies in the EU, the U.S. is losing one of the more like-minded countries from the group in Brussels sitting on the other side of the negotiating table,” said Bown, a former World Bank economist. However, Lee-Makiyama, who also sees little chance of a deal before 2018, said Britain’s departure could eliminate one source of disagreement because the UK has insisted on a financial services chapter in the trade deal. “The only real proponent of banking regulation in TTIP is the UK. Germany and France are probably willing to let it go,” he said. “It still leaves about 20 outstanding issues at nearly the same level of difficulty.” The TTIP negotiations, which started three years ago, have unable to settle major differences over agriculture, where the EU side has shown little willingness to alter food safety rules that prohibit American beef raised with hormones or genetically modified foods, or open its closely guarded geographical food naming rules, such as for Asiago and feta cheeses. European negotiators have complained that the United States has offered too little to open up its vast federal, state and local government procurement markets to European vendors with “Buy American” preferences in place. Europe also wants access to key U.S. sectors such as maritime transport and aviation, while American negotiators have been frustrated over lack of access to some 200 European sectors ranging from healthcare to education. The two sides also are far apart on how to resolve disputes. The U.S. side favors a traditional binding arbitration approach, while the Europeans want a court-like system that allows for appeals. More progress has been made on harmonizing regulations for things like car seat belt anchors, clothes labeling and pharmaceutical inspections. ",1
 ,0
"MEXICO CITY (Reuters) - Mexican soldiers arbitrarily executed two people after an illegal raid last year, a national rights body said on Tuesday, releasing its findings as protests disrupted a debate in the Senate over a contentious bill to give the military more powers. The military, deployed in Mexico s war on drug gangs for over a decade, has been embroiled in several rights scandals including the extrajudicial killings of gang members and the disappearance of 43 students near one of its bases in 2014. The case reported by the National Human Rights Commission on its website on Tuesday related to a raid on a home in the western state of Jalisco last year.  The Commission, chosen by the Senate and autonomous from Mexico s federal government and its president, said the soldiers had tortured and sexually abused people they found there. After arbitrary detention, soldiers killed two of them by breaking their necks, the Commission said. While its rulings are not binding, the Commission s recommendations are influential and require a response from the institutions it reports on.   The timing is awkward for President Enrique Pena Nieto s  government, as it faces widespread criticism over legislation passed in the lower house and now in the Senate that seeks to enshrine in law the use of the military in crime fighting. The United Nations human rights chief on Tuesday called on Mexican lawmakers not to pass the bill, saying Mexico needed a stronger police force. U.N. High Commissioner for Human Rights Zeid Ra ad al-Hussein said the law did not contain strong enough controls to protect civilians from abuses in Mexico, where extrajudicial killings, torture and disappearances are carried out by both security forces and criminal gangs.  Adopting a new legal framework to regulate the operations of the armed forces in internal security is not the answer. The current draft law risks weakening incentives for the civilian authorities to fully assume their law enforcement roles,  Zeid said in a statement. Protesters successfully blocked discussion of the bill for much of Tuesday, barring access points to the Senate, and laying out placards warning against the militarization of the country while pointing to a massive rise in killings since President Felipe Calderon first put the army on the streets in 2016. In his presidential campaign, Pena Nieto promised to develop a large new national police force, but has ended up relying on military forces for high-profile operations. Murders in Mexico in 2017 are on track to be the worst on record, with 20,878 nationwide in the first 10 months. Lawmakers are expected to push the bill through committees and later put the measure to a full vote on the Senate floor. Lower house lawmakers moved quickly on the bill last week after it had languished in committees for years. The law has broad support from the ruling party and members of the opposition National Action Party who say it will give clear rules limiting the use of soldiers to fight crime.   The law is aimed at avoiding the discretional use of the armed forces by the president,  PAN Senator Roberto Gil Zuarth told reporters.  Right now there are no rules. He doesn t have to tell anybody.  However, rights campaigners worry the law opens the door to military intervention in protests, as well as expanding military powers to spy on citizens.  It is opposed by the party of leftist presidential candidate Andres Manuel Lopez Obrador, which has only a handful of senators, but wants to return soldiers to their barracks over time. Julia Klug, 65, an activist from Mexico City protesting outside the Senate with  no violence  written on her face, said the law would entrench the role of the armed forces in a struggle with criminals that was not theirs to fight.  It s the Navy that s committing murder, it s the Army that s carrying out kidnappings. The police was corrupt, but these guys are criminals,  she said holding up a Mexican flag with the eagle at the centre of it spattered in red. ",1
"Iconic liberal news anchor Lawrence O Donnell is clearly not happy   and he has every right to be.Yet again, his  Lean Forward  bosses at MSNBC opted to cut his show so that they could run a live feed of a Donald Trump stump speech. It wasn t  news.  It wasn t even  new.  It was just Donald Trump, up at the podium, saying the kind of disgusting things he always says. MSNBC gave over their network for that. MSNBC silenced one of their star anchors for that.Needless to say, viewers were furious. So too was O Donnell.Because the anchor is in many ways the face of his or her program, many of MSNBC s disgruntled fans took out their frustrating on O Donnell. On Twitter, his account was innundated with negative responses. Many couldn t believe they were watching MSNBC hand over free advertising to Trump. Many just wanted to know why O Donnell wasn t on like they had hoped.Rather than toe the network line and give a weak defense of why Trump just had to be given the air time, O Donnell threw the script away and began sympathizing with his fans. MSNBC screwed up. They have repeatedly screwed up during this election. They need to own this..@Patta47cake @cp2austin I tried to make it clear that wasn t my decision.  Lawrence O Donnell (@Lawrence) April 29, 2016 .@Kcurran222 I don t like it.  Lawrence O Donnell (@Lawrence) April 29, 2016.@JoeLeydon @Patta47cake @cp2austin I understand. Completely.  Lawrence O Donnell (@Lawrence) April 29, 2016In an act of defiance (or maybe a hope that maybe his bosses might see reason), O Donnell also began tweeting media critics who have repeatedly slammed networks for their unabashed love affair with Trump( s ratings).Media: We're not enabling Donald BREAKING NEWS: Donald Trump giving same stump speech he's been giving for months pic.twitter.com/nlgGcJag1Y  Angelo Carusone (@GoAngelo) April 29, 2016This truly may be unprecedented in the TV era: One candidate, and one candidate only, given massive free air time by media giants.  Joe Adalian (@TVMoJoe) April 29, 2016Like other anchors, O Donnell is rightfully fed up with allowing the tail to wag the dog. Rather than report the news, MSNBC has settled on chasing Trump from campaign event to campaign event in the hopes that viewers will tune in. It s given the Republican candidate unprecedented amounts of free air time. He doesn t even have to spend money on advertising because huge networks give it away for free.And instead of trying to rein in the absurd status quo, MSNBC has shown signs that it will only get worse. Already the network tossed one of their fiercest liberal hosts, Melissa Harris-Perry, because they needed more time for Trump live feeds. They ve recently begun hinting that they will be expanding their conservative morning show, Morning Joe, in an effort to entice both Trump and his fans to check out the network. Host Joe Scarborough is a well known Trump fan making the relationship between the Republican candidate and the network even more inexcusable.Did the media  create  Donald Trump? The answer is complicated. Certainly, Trump s racist and sexist fans were already around, just waiting for a candidate to say all the right things to them. But there can be no question that the media has enabled Trump. Every phone interview. Every campaign rally. Every panel discussion about Trump s  viability  makes Trump s star rise. There is no such thing as bad publicity, and nobody gets publicity   good and bad   like Trump.Kudos to O Donnell for taking a stand against this betrayal of integrity.Featured image via screengrab",0
"LONDON (Reuters) - London s ambulance service said on Friday it had sent its hazardous area response team to an incident at a west London metro station after reports of a blast.  We have sent multiple resources to the scene including single responders in cars, ambulance crews, incident response officers and our hazardous area response team,  the London Ambulance Service said on Twitter.  Our initial priority is to assess the level and nature of injuries.   London s transport authority said it had extended a suspension of the underground line which runs through Parsons Green metro station in west London. ",1
"After Sarah Huckabee Sanders read a letter from a little boy to the press (see below), liberal media like the Washington Post tried to prove that it was fake by using a handwriting analyst!THE LIBERALS TRY THEIR BEST TO PROVE THE LETTER IS FAKE:The Washington Post reported: Handwriting and children s cognitive experts were called and asked whether the letter appeared to be written by a child. We called one ourselves. Two, actually.Deborah McCutchen is a professor at the University of Wisconsin who studies cognitive processes in reading and writing ability. She looked at the letter. She noted that the handful of small spelling errors followed the phonetic sounds of words    pitcher  instead of  picture    which would be common in the writing of a young child. Then again, the letter also included a hyphen, which seemed sophisticated for a 9-year-old.Sheila Lowe, president of the American Handwriting Analysis Foundation, said she didn t see anything that would be inconsistent with a 9-year-old s writing, but she also clarified that she did not specialize in analyzing the writing of children. She noted that the margins on the right side of the paper were very wide, which can indicate a feeling of concern about the future.It s not fake meet Dylan and listen to him and his mother talk about how President Trump invited them to the White House for a personal tour:Here s the video of Sarah Huckabee Sanders reading Dylan s letter on Wednesday to the press, who immediately jumped into action to try to prove the letter was fake:Dylan aka Pickle thank you for your letter and hope to meet you soon! pic.twitter.com/XZlJARZ9cs  Sarah Huckabee (@SarahHuckabee) July 26, 2017 #PickleTruther suddenly appeared on twitter as the lefty media furiously tried to prove that the letter was fake.We hope Dylan has a chance to meet President Trump and isn t bullied for his support of Trump like so many adults are. He s adorable!",0
"MOSCOW (Reuters) - Tweets by U.S. President Donald Trump are viewed in Moscow as his official position and read by his Russian counterpart Vladimir Putin, the Kremlin said on Tuesday. A prolific user of Twitter before he was elected late last year, Trump has continued to use the social media platform to voice his views on policy and world affairs since moving into the White House. Kremlin spokesman Dmitry Peskov said on Tuesday it was not his place to comment on Trump s actions, but added:  In any case, everything which is published from his authorised Twitter account is perceived by Moscow as his official statement.  Naturally, it is reported to Putin along with other information about official statements by  politicians,  Peskov said, adding that Putin was not a Twitter user himself. Trump s activity on Twitter have previously cause controversy. His tweets sparked outrage in Britain last month and a sharp rebuke of Prime Minister Theresa May when he retweeted anti Islam videos from a British far-right group. ",1
"BRUSSELS (Reuters) - A smiling Donald Trump offered European Union chiefs assurances on security in Brussels on Thursday but EU officials did not conceal lingering differences with the U.S. president over Russia, trade and climate change. “The leaders discussed ... shared challenges in fighting global terrorism,” the White House said in a statement.  “They agreed on the need to work together to deepen our security cooperation in fighting ISIS (Islamic State), combating radicalisation and responding to other common threats.” In talks before a summit of NATO leaders at the Atlantic military alliance’s headquarters across town, an EU source said Trump had also voiced fears that Brexit could cost U.S. jobs — a possible sign of second thoughts on support for the British vote to leave which stunned the bloc.  And Trump also agreed to setting up a joint EU-U.S. “action plan” on trade, in an indication the new occupant of the White House is not as set on shunning free trade deals and promoting protectionism as some in Europe had feared he might. The White House said “the United States and the European Union should deepen our strong economic relationship” and spoke of a need to protect U.S. and EU industries from “unfair competition” — a shared concern coming, notably, from China. Nonetheless, European Council President Donald Tusk indicated, there was less than a meeting of minds on trade and other issues, despite the cordiality of Trump’s welcome. “We agreed on many areas, first and foremost on counter-terrorism,” Tusk said after he and EU chief executive Jean-Claude Juncker met Trump for over an hour.  “But some issues remain open, like climate and trade.” European leaders have been urging Trump not to abandon the U.S. commitment to cutting greenhouse gas emissions made when his predecessor Barack Obama signed up to the U.N. Paris accord. Tusk also said he did not feel he and Trump were on exactly the same page in terms of dealing with Russian President Vladimir Putin, although they agreed on efforts to end conflict in Ukraine which the West blames on Moscow and which has resulted in both EU and U.S. economic sanctions on Russia. A spokeswoman for Juncker, the president of the European Commission which had been negotiating an ambitious free trade deal with Washington known as TTIP before Trump’s upset election victory, said the two sides would work to increase trade. “Intensifying trade cooperation ... is a win-win situation for both sides,” the EU spokeswoman said. “It was agreed to start work on a joint action plan on trade.” Juncker declined comment on whether talks in the coming weeks might revive TTIP. Trump has made clear his dislike of multilateral trade agreements, pulling out of the TPP agreement with Asian states. However, European leaders, including German Chancellor Angela Merkel, have suggested he is warming to trade talks with the EU, which unifies trade rules for all 28 states. Trump irritated EU leaders during his election campaign last year by hailing Brexit and suggesting other countries might follow Britain out of the 28-nation bloc. Eurosceptic leaders said he would offer Britain a free trade deal once it left. However, EU officials believe Trump has come to appreciate more since taking office the value of European integration to U.S. interests. U.S. businesses have taken advantage of its single market to reduce the costs of exporting to Europe. An EU source said Trump had told Tusk and Juncker he was now worried that Americans may lose jobs as a result of Britain leaving the EU in 2019: He “expressed concern that jobs in the U.S. would be lost because of Brexit”, the source said. EU officials said the meeting had been constructive and friendly. Tusk and Juncker joked with Trump about the EU having “two presidents” and being “too complicated”. The U.S. leader appeared to mix the two of them up during remarks in January, deepening concerns in Brussels that the reality TV star in the White House failed to take the European Union seriously. Trump waxed lyrical about his first foreign trip, which has offered distraction to ethics questions at home, notably over alleged campaign ties to Russia. Pope Francis is “terrific”, Trump told Tusk and Juncker, and his welcome in Saudi Arabia was “beyond anything anyone’s ever seen”. Tusk, a Communist-era dissident who once listed Trump among risks to the world order alongside Russia, China and Islamist violence, said he had tried to impress on the billionaire U.S. president a need for Transatlantic cooperation to promote “values” like human rights and not just selfish “interests”. The White House said the meeting had “reaffirmed the strong bond between the United States and Europe, anchored in shared values and longstanding friendship.” ",1
"WASHINGTON (Reuters) - Hillary Clinton’s vow to regulate oil and gas fracking almost out of existence was met with skepticism Monday, failing to convince either industry or environment groups that she would - or could - end the controversial drilling practice if she becomes president. The front-runner for the Democratic party nomination used a debate in Flint, Michigan on Sunday night to oppose fracking anywhere local communities were against it, wherever it polluted air or water, and whenever companies refused to disclose what chemicals they use in the process.   “By the time we get through all of my conditions, I do not think there will be many places in America where fracking will continue to take place,” she said. But supporters and opponents of fracking dismissed her position as campaign rhetoric that would collide with the limited powers of a president to control an activity largely regulated at the state level. Defenders of fracking said no president would try to put the brakes on a drilling technique that has flooded the U.S. with cheap oil and gas. “Secretary Clinton’s answer is essentially campaign hyperbole, and meant to appease her environmental constituency,” said Bruce Bullock, director of the Maguire Energy Institute at Texas’ Southern Methodist University, in a blog post in the Dallas Morning News. “In reality, it has little substance to it.” Green groups welcomed Clinton’s shift from her past support for fracking. But they also urged her to stop laying down conditions and caveats. “Clinton will continue to struggle to convince climate advocates that she is serious about addressing the crisis until she comes out for a full ban on fracking,” said Yong Jung Cho, campaign coordinator of grassroots groups 350 Action. As secretary of state, Clinton supported fracking as a way to reduce U.S. dependence on imported energy, and even led a push to spread shale extraction to allies in Europe to wean them off Russian gas.[L1N0VX2JT] Her pledge in Flint to curtail the practice followed the blunt declaration against fracking by Senator Bernard Sanders, her sole rival for the nomination. Sanders’ challenge has shifted some of Clinton’s positions in the campaign, and her statement on fracking now comes closer to wider Democratic party sentiment. “Secretary Clinton has been pushed to the left by Senator Sanders,” said Kathleen Sgamma, vice president of government affairs at the Western Energy Alliance. Sgamma said Democrats from President Barack Obama to Colorado Governor John Hickenlooper support fracking and the economic benefits its brings to many states.  “Sometimes things said in the heat of a debate are later wisely set aside when faced with the economic and national security consequences of shutting down the technique that unlocks huge domestic sources of energy that would otherwise have to come from Russia, Saudi Arabia and Iran,” she said. The Clinton campaign said the candidate has previously criticized fracking when it clashed with local opposition. “If a local government says no (to fracking), not here, they should be able to do that,” Clinton said during a campaign stop in Keene, New Hampshire last October. But fracking for natural gas has also drastically reduced the amount of coal being burned to produce electricity, and has been mostly supported by the Obama administration.  David Koranyi, director of the Eurasian Energy Future Initiative at the Atlantic Council said Clinton’s “very circumspect” answer to the question in Flint actually reflected the Obama administration’s current approach to fracking, which  seeks to continue expanding shale production with more environmental oversight. “I believe wrapped in her strong statement is a pragmatic approach that recognizes the merits of natural gas as a bridge fuel in the process of decarbonization,” he said.  Clinton’s harder line did, however, delineate the clear differences between Democrats and Republicans on the issue. All Republican contenders have strongly defended fracking, leading Louis Finkel of the American Petroleum Institute to attack Clinton’s position as “a political stunt by those who are spouting populist rhetoric for political points.” The importance of fracking to the American economy, he said, means the Democrats “are not being honest with American voters.”  (Reporting by Valerie Volcovici; Editing by Bernard Orr) This article was funded in part by SAP. It was independently created by the Reuters editorial staff. SAP had no editorial involvement in its creation or production.",1
"PARIS (Reuters) - Common sense is prevailing in Brexit negotiations between Britain and the European Union, France s foreign minister said on Friday, as he welcomed signs that talks were moving into a new phase after an initial breakthrough.  The European Commission said on Friday enough progress had been made in Brexit negotiations with Britain and that a second phase of discussions should begin, ending an impasse over the status of the Irish border.  The work that has been done on negotiations ... is gradually leading us to common sense,  Jean-Yves Le Drian told France Inter radio.  We wanted the conditions for (Britain s) withdrawal to be clearly defined to be able to move into another phase. That s what s going to happen now, I hope.  ",1
"WASHINGTON (Reuters) - U.S. Senate Armed Services Committee Chairman John McCain on Wednesday said he planned to introduce legislation that would strike language included in a massive 2016 spending bill that eased a congressional ban on the use of Russian rocket engines. McCain told a hearing on the issue that he and House Majority Leader Kevin McCarthy would introduce the legislation on Thursday, the first of many actions planned “to ensure we end our dependence on Russian rocket engines and stop subsidizing Vladimir Putin and his gang of corrupt cronies.” McCain vowed to do “everything in my power” to ban future use of the engines, which power the Atlas 5 rocket built by United Launch Alliance, a joint venture of Lockheed Martin Corp and Boeing Co.  ",1
Cameras catch two drug smugglers crossing the fence from Mexico into Arizona does anyone else out there think we need the National Guard pronto! ,0
"WASHINGTON (Reuters) - The U.S. State Department said on Sunday it was watching developments in the disputed region of Kirkuk and was  very concerned  about reports of a confrontation, after Iraqi government forces clashed with Kurdish Peshmerga.  We are monitoring the situation in Kirkuk closely and are very concerned by reports of a confrontation,  a State Department official said.  We are engaged with all parties in Iraq to de-escalate tension.  The Iraqi government earlier said its forces took control of  vast areas  in the Kirkuk region, including oilfields west of the city, in the early hours of Monday, Iraqi state TV said. However the Kurdistan Regional Government disputed the assertions.   ",1
"Remember Joni Ernst? Conservatives were so excited to see her win a Senate seat in Iowa. You may be surprised to see who this  patriot  supported with her vote(below).Bipartisan Congressional Trade Priorities and Accountability Act of 2015Senate Vote 218   Advances Trade Promotion AuthorityResult: Cloture Motion Agreed to by a margin of 0 votes Date of Vote: June 23, 2015 Time of Vote: 11:04 a.m. Roll Call Number: 218 Yes Votes (60) Lamar Alexander R TN Kelly Ayotte R NH John Barrasso R WY Michael Bennet D CO Roy Blunt R MO John Boozman R AR Richard M. Burr R NC Maria Cantwell D WA Shelley Moore Capito R WV Thomas R. Carper D DE Bill Cassidy R LA Daniel Coats R IN Thad Cochran R MS Christopher A. Coons D DE John Cornyn R TX Tom Cotton R AR Michael D. Crapo R ID Steve Daines R MT Michael B. Enzi R WY Joni Ernst R IA Dianne Feinstein D CA Deb Fischer R NE Jeff Flake R AZ Cory Gardner R CO Lindsey Graham R SC Charles E. Grassley R IA Orrin G. Hatch R UT Heidi Heitkamp D ND Dean Heller R NV John Hoeven R ND James M. Inhofe R OK Johnny Isakson R GA Ron Johnson R WI Tim Kaine D VA Mark Steven Kirk R IL James Lankford R OK John McCain R AZ Claire McCaskill D MO Mitch McConnell R KY Jerry Moran R KS Lisa Murkowski R AK Patty Murray D WA Bill Nelson D FL David Perdue R GA Rob Portman R OH Jim Risch R ID Pat Roberts R KS Mike Rounds R SD Marco Rubio R FL Ben Sasse R NE Tim Scott R SC Jeanne Shaheen D NH Dan Sullivan R AK John Thune R SD Thom Tillis R NC Patrick J. Toomey R PA David Vitter R LA Mark Warner D VA Roger Wicker R MS Ron Wyden D ORNo Votes (37) Tammy Baldwin D WI Richard Blumenthal D CT Cory Booker D NJ Barbara Boxer D CA Sherrod Brown D OH Benjamin L. Cardin D MD Bob Casey D PA Susan Collins R ME Ted Cruz R TX Joe Donnelly D IN Richard J. Durbin D IL Al Franken D MN Kirsten E. Gillibrand D NY Martin Heinrich D NM Mazie K. Hirono D HI Angus King I ME Amy Klobuchar D MN Patrick J. Leahy D VT Joe Manchin III D WV Edward J. Markey D MA Jeff Merkley D OR Barbara A. Mikulski D MD Christopher S. Murphy D CT Rand Paul R KY Gary Peters D MI Jack Reed D RI Harry Reid D NV Bernard Sanders I VT Brian Schatz D HI Charles E. Schumer D NY Jeff Sessions R AL Richard C. Shelby R AL Debbie Stabenow D MI Jon Tester D MT Tom Udall D NM Elizabeth Warren D MA Sheldon Whitehouse D RIDid Not Vote (3) Bob Corker R TN Mike Lee R UT Robert Menendez D NJVia: NYT s ",0
"PALM BEACH, Fla. (AP)   A woman is being charged with sneaking onto President Donald Trump s private Mar-a-Lago club shortly before his inauguration and smearing bananas on cars.Palm Beach, Florida, police say in a report released Monday that 48-year-old Kelly Weidman also typed a profanity about Trump on a Mar-a-Lago computer and moved outside some ballroom balloons a few hours before Trump was sworn-in Friday.She was confronted by security guards, who called police. She allegedly told officers she wanted to be arrested because no one was paying attention to her claim of being cyber attacked. She was charged with misdemeanor trespassing and released.Because Trump wasn t at the ritzy club, the Secret Service wasn t involved.No one answered a phone number listed for Weidman on Monday and court records didn t list an attorney.VIA: WPTV",0
"The DNC Action Committee announced on Facebook today that it plans to make a citizen s arrest of Hillary Clinton during her acceptance speech at the DNC tonight.The list of charges are election fraud, money laundering through the Clinton Foundation and endangering national security by the exclusive secret use of a private email server for government business during Clinton s tenure as Secretary of State during the first term of the Obama administration:FOR IMMEDIATE RELEASEDNC Action CommitteeAction in Philadelphia TONIGHTTonight, on the last night of the DNC, we will stand together to perform a Citizens Arrest on Hillary Rodham Clinton. In PA, a felony is required to justify a Citizens Arrest.To this, we accuse Hillary Rodham Clinton of being an accessory to the mass election fraud that took place during the 2016 Democratic presidential primary, and collusion with Democratic party officials who sought to undermine Bernie Sanders  campaign. This was especially egregious in Philadelphia where the Democratic Party handed out ballot listings that explicitly excluded Bernie Sanders and his supporters.We accuse Hillary Rodham Clinton for being complicit in international money laundering (through the Clinton Foundation).We accuse Hillary Rodham Clinton of being complicit in treason by keeping sensitive state secrets on her private server, thus endangering the lives of undercover agents.To these ends, we will march into the gates of the Wells Fargo center during her speech. Our intent is to non-violently present Hillary Rodham Clinton with a Citizens Arrest. We request that the Philadelphia Police Department, Homeland Security, and all present law enforcement agencies assist us in our Citizens Arrest. Should they choose to prevent us from carrying out the arrest, we are prepared to risk arrest ourselves.We stand in solidarity with other concerned citizens demonstrating in Philadelphia against the criminal actions of Hillary Rodham Clinton and the failure of the Democratic Party to support the needs of the people in this city and around the United States.Read more: Gateway Pundit",0
